210620,키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,전체조회수,전체클릭수,상품수,상위링크,비율(조회),비율(클릭)
기존지정85,표찰,1840,1210,28.3,26.7,1.62,2.37,15,높음,3050,55,409296, https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=82137137001,134,7308
기존지정86,LED돌출간판,150,430,2.9,12.0,1.97,3.02,15,높음,580,14,1855, https://search.shopping.naver.com/gate.nhn?id=10549184756 https://search.shopping.naver.com/gate.nhn?id=8267134269 https://search.shopping.naver.com/gate.nhn?id=11640837518,3,116
기존87,아크릴글씨,230,530,6.3,19.7,2.74,3.95,15,높음,760,26,15279, https://search.shopping.naver.com/gate.nhn?id=11816391942 https://search.shopping.naver.com/gate.nhn?id=8527754670 https://search.shopping.naver.com/gate.nhn?id=9918030436,20,565
기존88,입체글자,280,540,5.3,8.3,1.96,1.66,15,높음,820,13,10674, https://search.shopping.naver.com/gate.nhn?id=11816391942 https://search.shopping.naver.com/gate.nhn?id=13371496354 https://search.shopping.naver.com/gate.nhn?id=9735003723,13,731
기존89,회사간판,520,410,15.0,13.7,3.08,3.61,15,높음,930,28,23408, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=26843683729,25,788
기존90,간판디자인,1820,4200,47.9,172.4,2.76,4.39,15,높음,6020,220,483915, https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82064396067,80,2186
기존91,아크릴숫자,70,190,0.6,1.3,0.82,0.77,15,높음,260,1,34555, https://search.shopping.naver.com/gate.nhn?id=8527754670 https://search.shopping.naver.com/gate.nhn?id=81503390109 https://search.shopping.naver.com/gate.nhn?id=82354200049,132,11915
기존92,원목간판,100,400,1.1,8.7,1.07,2.36,15,높음,500,9,4940, https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=80030424293 https://search.shopping.naver.com/gate.nhn?id=80195205514,9,457
기존93,간판천갈이,300,890,6.6,33.2,2.23,4.08,15,높음,1190,39,1663, https://search.shopping.naver.com/gate.nhn?id=82530373955 https://search.shopping.naver.com/gate.nhn?id=23805162545 https://search.shopping.naver.com/gate.nhn?id=21294971107,1,40
기존94,벽간판,190,530,1.8,25.3,0.98,4.94,15,높음,720,27,5327, https://search.shopping.naver.com/gate.nhn?id=80030424293 https://search.shopping.naver.com/gate.nhn?id=18310890208 https://search.shopping.naver.com/gate.nhn?id=27192983065,7,189
기존지정95,아크릴간판제작,310,770,11.9,52.0,3.87,7.18,15,높음,1080,63,5573, https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=8527754670 https://search.shopping.naver.com/gate.nhn?id=11816391942,5,85
기존96,오픈클로즈팻말,40,170,0.7,1.3,1.67,0.75,15,높음,210,2,9749, https://search.shopping.naver.com/gate.nhn?id=82340893072 https://search.shopping.naver.com/gate.nhn?id=80963185510 https://search.shopping.naver.com/gate.nhn?id=82581860085,46,3249
기존97,산업안전표지판,670,340,19.1,13.0,2.93,3.96,15,높음,1010,32,9514, https://search.shopping.naver.com/gate.nhn?id=23865138160 https://search.shopping.naver.com/gate.nhn?id=26483778662 https://search.shopping.naver.com/gate.nhn?id=24210626576,9,287
기존지정98,입체글씨,390,1470,2.2,12.0,0.58,0.87,15,높음,1860,14,6704, https://search.shopping.naver.com/gate.nhn?id=11816391942 https://search.shopping.naver.com/gate.nhn?id=13371496354 https://search.shopping.naver.com/gate.nhn?id=9735003723,3,441
기존99,외부인출입금지,640,700,3.2,23.0,0.53,3.41,15,높음,1340,26,10080, https://search.shopping.naver.com/gate.nhn?id=82644128853 https://search.shopping.naver.com/gate.nhn?id=25026709676 https://search.shopping.naver.com/gate.nhn?id=27347708763,7,370
기존100,푯말,1600,2180,5.7,22.3,0.38,1.09,15,높음,3780,28,665153, https://search.shopping.naver.com/gate.nhn?id=26675612101 https://search.shopping.naver.com/gate.nhn?id=82921065382 https://search.shopping.naver.com/gate.nhn?id=82340893072,175,22936
기존101,입체간판,240,650,4.0,17.5,1.65,2.86,15,높음,890,21,10332, https://search.shopping.naver.com/gate.nhn?id=11816391942 https://search.shopping.naver.com/gate.nhn?id=13371496354 https://search.shopping.naver.com/gate.nhn?id=9735003723,11,459
기존102,사무실현판,410,250,14.7,14.8,3.69,6.29,15,높음,660,29,19450, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=26843683729,29,637
기존103,건물번호판,460,460,8.6,12.0,1.93,2.85,15,높음,920,20,2618, https://search.shopping.naver.com/gate.nhn?id=12491107767 https://search.shopping.naver.com/gate.nhn?id=24015372807 https://search.shopping.naver.com/gate.nhn?id=82834140372,2,121
기존104,원형돌출간판,180,330,2.5,11.0,1.41,3.43,15,높음,510,13,722, https://search.shopping.naver.com/gate.nhn?id=80779015480 https://search.shopping.naver.com/gate.nhn?id=6550317291 https://search.shopping.naver.com/gate.nhn?id=82893739903,1,49
기존105,화장실사인,210,210,3.5,12.7,1.76,6.53,15,높음,420,16,126117, https://search.shopping.naver.com/gate.nhn?id=82121345920 https://search.shopping.naver.com/gate.nhn?id=82578182175 https://search.shopping.naver.com/gate.nhn?id=25790833975,299,7332
기존106,후광간판,90,350,1.0,6.3,1.08,1.99,11,중간,440,7,772, https://search.shopping.naver.com/gate.nhn?id=13401384143 https://search.shopping.naver.com/gate.nhn?id=25778964923 https://search.shopping.naver.com/gate.nhn?id=82471939984,1,93
기존107,냉방중,910,570,0.9,1.0,0.1,0.19,15,높음,1480,1,12229, https://search.shopping.naver.com/gate.nhn?id=27179678112 https://search.shopping.naver.com/gate.nhn?id=27456534156 https://search.shopping.naver.com/gate.nhn?id=27037804428,8,4216
기존108,금속간판,200,450,2.5,16.0,1.32,3.88,15,높음,650,18,11049, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=26841677432 https://search.shopping.naver.com/gate.nhn?id=81605736891,16,566
기존109,소형간판,160,390,5.2,19.5,3.28,5.14,15,높음,550,24,13552, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82064396067,24,527
기존110,미용실간판,500,2410,4.7,78.0,1.02,3.5,15,높음,2910,82,4092, https://search.shopping.naver.com/gate.nhn?id=80030424293 https://search.shopping.naver.com/gate.nhn?id=82240458478 https://search.shopping.naver.com/gate.nhn?id=82728712557,1,48
기존111,오픈클로즈문패,30,190,0.7,1.7,2.34,0.87,15,높음,220,2,37041, https://search.shopping.naver.com/gate.nhn?id=82340893072 https://search.shopping.naver.com/gate.nhn?id=80963185510 https://search.shopping.naver.com/gate.nhn?id=82581860085,167,10894
기존112,기업부설연구소현판,580,100,9.1,0.0,1.63,0.0,15,높음,680,9,1087, https://search.shopping.naver.com/gate.nhn?id=11847193087 https://search.shopping.naver.com/gate.nhn?id=82684053251 https://search.shopping.naver.com/gate.nhn?id=23911096175,1,107
기존113,준공표지판,400,160,5.1,6.0,1.32,3.98,15,높음,560,11,1370, https://search.shopping.naver.com/gate.nhn?id=82834140372 https://search.shopping.naver.com/gate.nhn?id=22032104595 https://search.shopping.naver.com/gate.nhn?id=9105777120,2,113
기존114,나무푯말,220,490,5.2,13.3,2.42,2.82,11,중간,710,18,9973, https://search.shopping.naver.com/gate.nhn?id=82921065382 https://search.shopping.naver.com/gate.nhn?id=82340893072 https://search.shopping.naver.com/gate.nhn?id=82196876921,14,511
기존115,CCTV표지판,170,250,2.5,13.4,1.5,5.6,15,높음,420,15,46359, https://search.shopping.naver.com/gate.nhn?id=82121345920 https://search.shopping.naver.com/gate.nhn?id=24187559407 https://search.shopping.naver.com/gate.nhn?id=21320229326,110,2743
기존116,회사현판,400,190,14.3,14.0,3.7,7.74,15,높음,590,28,19354, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=26843683729 https://search.shopping.naver.com/gate.nhn?id=82064396067,32,660
기존117,골드간판,110,460,0.9,17.3,0.87,3.94,15,높음,570,18,2922, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82252798360 https://search.shopping.naver.com/gate.nhn?id=81605736891,5,152
기존118,아크릴문패,130,280,2.3,10.3,1.86,3.89,15,높음,410,12,455611, https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=26843683729 https://search.shopping.naver.com/gate.nhn?id=25855830012,1108,33500
기존119,현관문번호판,20,210,0.0,0.7,0.0,0.33,3,높음,230,0,6958, https://search.shopping.naver.com/gate.nhn?id=10767860091 https://search.shopping.naver.com/gate.nhn?id=25232922632 https://search.shopping.naver.com/gate.nhn?id=12948064754,30,4092
기존120,팻말제작,350,660,9.5,47.0,2.79,7.35,15,높음,1010,56,27172, https://search.shopping.naver.com/gate.nhn?id=26675612101 https://search.shopping.naver.com/gate.nhn?id=82921065382 https://search.shopping.naver.com/gate.nhn?id=82340893072,26,472
기존121,화장실팻말,130,230,0.9,1.0,0.72,0.45,15,높음,360,1,58770, https://search.shopping.naver.com/gate.nhn?id=26013803840 https://search.shopping.naver.com/gate.nhn?id=24187559407 https://search.shopping.naver.com/gate.nhn?id=11622721185,162,20265
기존122,머리조심,450,790,1.8,0.5,0.43,0.07,10,중간,1240,2,9237, https://search.shopping.naver.com/gate.nhn?id=26924805650 https://search.shopping.naver.com/gate.nhn?id=14794703780 https://search.shopping.naver.com/gate.nhn?id=26996577569,7,2799
기존123,문패만들기,240,610,1.2,14.7,0.55,2.59,15,높음,850,15,20507, https://search.shopping.naver.com/gate.nhn?id=8527754670 https://search.shopping.naver.com/gate.nhn?id=13371496354 https://search.shopping.naver.com/gate.nhn?id=9735003723,24,1213
기존124,갈바간판,550,1040,6.8,28.7,1.33,2.98,15,높음,1590,35,1584, https://search.shopping.naver.com/gate.nhn?id=10549184756 https://search.shopping.naver.com/gate.nhn?id=82423935388 https://search.shopping.naver.com/gate.nhn?id=20271434726,0,43
기존125,영업시간안내판,50,170,1.1,0.7,2.28,0.39,15,높음,220,1,9460, https://search.shopping.naver.com/gate.nhn?id=82432767941 https://search.shopping.naver.com/gate.nhn?id=23564605176 https://search.shopping.naver.com/gate.nhn?id=26057137604,42,3378
기존126,와이파이안내판,110,170,2.1,0.0,1.9,0.0,14,높음,280,2,13364, https://search.shopping.naver.com/gate.nhn?id=21911684791 https://search.shopping.naver.com/gate.nhn?id=82252383966 https://search.shopping.naver.com/gate.nhn?id=25477575468,47,4310
기존127,사무실명패,530,440,6.3,9.7,1.21,2.24,15,높음,970,16,15833, https://search.shopping.naver.com/gate.nhn?id=26841677432 https://search.shopping.naver.com/gate.nhn?id=82467047577 https://search.shopping.naver.com/gate.nhn?id=81883430646,16,931
기존128,자석간판,170,390,5.1,23.0,3.15,6.27,15,높음,560,28,11126, https://search.shopping.naver.com/gate.nhn?id=22386576810 https://search.shopping.naver.com/gate.nhn?id=24503134198 https://search.shopping.naver.com/gate.nhn?id=21507110825,19,382
기존지정129,예쁜현판,130,420,2.5,29.0,1.94,7.2,15,높음,550,31,65437, https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=26843683729,118,2013
기존130,돌출표찰,320,140,12.4,8.3,4.07,6.09,15,높음,460,20,11455, https://search.shopping.naver.com/gate.nhn?id=82979635074 https://search.shopping.naver.com/gate.nhn?id=21320229326 https://search.shopping.naver.com/gate.nhn?id=82893739903,24,527
기존131,예쁜간판,420,1530,4.4,43.8,1.08,3.04,15,높음,1950,48,732070, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=26843683729,375,14879
기존132,안내판제작,420,410,14.2,19.7,3.53,5.02,15,높음,830,33,66742, https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82064396067 https://search.shopping.naver.com/gate.nhn?id=11816391942,80,1912
기존133,미용실회전간판,100,370,1.3,1.3,1.34,0.4,13,중간,470,2,1554, https://search.shopping.naver.com/gate.nhn?id=82037261270 https://search.shopping.naver.com/gate.nhn?id=82105893230 https://search.shopping.naver.com/gate.nhn?id=82245308265,3,431
기존134,수목장명패,30,360,0.6,28.0,1.82,8.05,15,높음,390,28,1736, https://search.shopping.naver.com/gate.nhn?id=26746822004 https://search.shopping.naver.com/gate.nhn?id=26747448419 https://search.shopping.naver.com/gate.nhn?id=24217867964,4,58
기존135,CCTV작동중,340,350,0.5,2.0,0.17,0.61,15,높음,690,2,2097, https://search.shopping.naver.com/gate.nhn?id=82145312411 https://search.shopping.naver.com/gate.nhn?id=26995170663 https://search.shopping.naver.com/gate.nhn?id=22985728743,3,599
기존136,아크릴박스간판,110,220,1.0,0.7,0.93,0.33,15,높음,330,1,1198, https://search.shopping.naver.com/gate.nhn?id=8267134269 https://search.shopping.naver.com/gate.nhn?id=11640837518 https://search.shopping.naver.com/gate.nhn?id=27348035769,3,443
기존137,오픈LED,40,220,0.2,1.0,0.48,0.49,5,중간,260,1,29848, https://search.shopping.naver.com/gate.nhn?id=82291799095 https://search.shopping.naver.com/gate.nhn?id=82490240554 https://search.shopping.naver.com/gate.nhn?id=22247829647,114,13567
기존지정138,LED아크릴간판,110,450,2.8,18.3,2.53,4.19,15,높음,560,21,3611, https://search.shopping.naver.com/gate.nhn?id=10549184756 https://search.shopping.naver.com/gate.nhn?id=8267134269 https://search.shopping.naver.com/gate.nhn?id=11640837518,6,163
기존지정139,문패제작,150,380,7.1,23.0,4.75,6.45,15,높음,530,30,83016, https://search.shopping.naver.com/gate.nhn?id=82137137001 https://search.shopping.naver.com/gate.nhn?id=82193642872 https://search.shopping.naver.com/gate.nhn?id=82064396067,156,2669
기존140,소화기표지판,530,200,5.1,4.3,0.99,2.14,15,높음,730,9,33036, https://search.shopping.naver.com/gate.nhn?id=24187559407 https://search.shopping.naver.com/gate.nhn?id=27279424970 https://search.shopping.naver.com/gate.nhn?id=14794703780,45,3176
기존141,사무실표지판,190,210,3.6,3.0,1.97,1.42,15,높음,400,6,157195, https://search.shopping.naver.com/gate.nhn?id=26843683729 https://search.shopping.naver.com/gate.nhn?id=25855830012 https://search.shopping.naver.com/gate.nhn?id=26841677432,392,20683
기존142,엘이디간판,100,690,3.5,28.4,3.31,4.41,15,높음,790,31,46151, https://search.shopping.naver.com/gate.nhn?id=82291799095 https://search.shopping.naver.com/gate.nhn?id=10549184756 https://search.shopping.naver.com/gate.nhn?id=82583098816,58,1402
기존143,텃밭푯말,130,300,0.8,2.0,0.69,0.71,11,중간,430,2,3693, https://search.shopping.naver.com/gate.nhn?id=82196876921 https://search.shopping.naver.com/gate.nhn?id=80044151609 https://search.shopping.naver.com/gate.nhn?id=26746822004,8,971
기존144,OPENLED,50,130,1.8,0.0,3.28,0.0,6,중간,180,1,8412, https://search.shopping.naver.com/gate.nhn?id=82291799095 https://search.shopping.naver.com/gate.nhn?id=82490240554 https://search.shopping.naver.com/gate.nhn?id=82427813761,46,3004
기존145,주소판,170,340,2.7,2.0,1.65,0.61,9,중간,510,4,1136, https://search.shopping.naver.com/gate.nhn?id=12491107767 https://search.shopping.naver.com/gate.nhn?id=80974941447 https://search.shopping.naver.com/gate.nhn?id=24015372807,2,199
기존146,STAFFONLY,380,1100,1.4,23.0,0.4,2.2,15,높음,1480,24,1823, https://search.shopping.naver.com/gate.nhn?id=24802824809 https://search.shopping.naver.com/gate.nhn?id=24762765648 https://search.shopping.naver.com/gate.nhn?id=23099732010,1,71
기존147,까치발간판,100,210,1.5,0.0,1.45,0.0,5,중간,310,1,591, https://search.shopping.naver.com/gate.nhn?id=81883430646 https://search.shopping.naver.com/gate.nhn?id=82181920979 https://search.shopping.naver.com/gate.nhn?id=81573606804,1,236
기존148,아파트동호수,120,490,0.7,0.3,0.59,0.06,10,중간,610,1,11317, https://search.shopping.naver.com/gate.nhn?id=10767860091 https://search.shopping.naver.com/gate.nhn?id=10558290734 https://search.shopping.naver.com/gate.nhn?id=81070852262,18,5658
기존149,고정문,290,230,1.7,0.5,0.58,0.24,15,높음,520,2,30990, https://search.shopping.naver.com/gate.nhn?id=82107044164 https://search.shopping.naver.com/gate.nhn?id=82279666967 https://search.shopping.naver.com/gate.nhn?id=82686486208,59,9684
기존150,출입금지,1400,1130,2.6,12.7,0.2,1.2,15,높음,2530,15,119853, https://search.shopping.naver.com/gate.nhn?id=82121345920 https://search.shopping.naver.com/gate.nhn?id=80985649693 https://search.shopping.naver.com/gate.nhn?id=24062718991,47,7352
기존151,아파트호수,130,440,0.9,7.3,0.69,1.75,15,높음,570,8,18513, https://search.shopping.naver.com/gate.nhn?id=10767860091 https://search.shopping.naver.com/gate.nhn?id=10558290734 https://search.shopping.naver.com/gate.nhn?id=81070852262,32,2012
기존152,텃밭이름표,140,260,0.8,0.7,0.6,0.27,9,중간,400,1,3274, https://search.shopping.naver.com/gate.nhn?id=26746822004 https://search.shopping.naver.com/gate.nhn?id=82229315141 https://search.shopping.naver.com/gate.nhn?id=25416776019,8,1309
