,노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
165,off 소재,-,k,,,,,,,off,200.0,nad-a001-02-000000141206774,grp-a001-02-000000021807485,5526918158.0
166,off 소재,-,e,,,,,,,off,160.0,nad-a001-02-000000141207109,grp-a001-02-000000021807488,5526918158.0
167,off 소재,-,c,,,,,,,off,150.0,nad-a001-02-000000141206860,grp-a001-02-000000021807519,5526918158.0
168,입찰가 변경 인상 280.0>310.0,객실호실 아크릴간판 아파트동호수 현관문번호,za,5.7,339.0,12.0,3.0,3696.0,22000.0,on,280.0,nad-a001-02-000000140183847,grp-a001-02-000000022036028,5639493658.0
169,입찰가 변경 인상 300.0>330.0,룸넘버 집명패 글씨간판 문패제작 표찰 현관호수,h,7.0,335.0,11.0,3.0,2398.0,25000.0,on,300.0,nad-a001-02-000000140009857,grp-a001-02-000000021807523,5639493658.0
170,입찰가 변경 인상 330.0>360.0,객실호수 아파트호실 도어사인 DIY,e,7.7,118.0,2.0,0.0,583.0,0.0,on,330.0,nad-a001-02-000000141207112,grp-a001-02-000000021807488,5639493658.0
171,입찰가 변경 인상 360.0>390.0,도어사인 아파트호실 아파트표찰 아이방문패,k,7.3,201.0,1.0,0.0,396.0,0.0,on,360.0,nad-a001-02-000000140009745,grp-a001-02-000000021807485,5639493658.0
172,입찰가 변경 인상 280.0>310.0,숙박호실 포인트 로고간판 카페 흡연 창고,a,6.6,35.0,0.0,0.0,0.0,0.0,on,280.0,nad-a001-02-000000140009122,grp-a001-02-000000009335164,5639493658.0
173,입찰가 변경 인상 320.0>350.0,도어사인 아파트호실 아파트표찰  아크릴글자,r,30.7,6.0,0.0,0.0,0.0,0.0,on,320.0,nad-a001-02-000000140009396,grp-a001-02-000000021807549,5639493658.0
174,입찰가 변경 인상 310.0>340.0,객실호수 아파트호실 도어사인 감성간판,z,24.8,5.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000141207080,grp-a001-02-000000021736136,5639493658.0
175,입찰가 변경 인상 160.0>190.0,객실호수 아파트호실 도어사인 현관문문패,v,9.0,1.0,0.0,0.0,0.0,0.0,on,160.0,nad-a001-02-000000141207101,grp-a001-02-000000021785283,5639493658.0
176,입찰가 변경 인상 160.0>190.0,객실호수 아파트호실 도어사인 포인트간판,j,12.0,1.0,0.0,0.0,0.0,0.0,on,160.0,nad-a001-02-000000141207092,grp-a001-02-000000021807484,5639493658.0
177,소재 점검 필요,아크릴 도어사인 3t 아파트호실 객실표찰,원본,,,,,,,on,160.0,nad-a001-02-000000139474950,grp-a001-02-000000021786478,5639493658.0
178,off 소재,객실호수 아파트호실 도어사인 심플간판,y,,,,,,,on,160.0,nad-a001-02-000000141206889,grp-a001-02-000000021785285,5639493658.0
179,off 소재,객실호실,w,,,,,,,on,160.0,nad-a001-02-000000140009137,grp-a001-02-000000021785266,5639493658.0
180,off 소재,원룸 포인트 로고간판 카페 흡연 창고,u,,,,,,,on,140.0,nad-a001-02-000000140183818,grp-a001-02-000000022036013,5639493658.0
181,off 소재,객실호수 아파트호실 도어사인 아크릴로고,t,,,,,,,on,160.0,nad-a001-02-000000141206906,grp-a001-02-000000021807555,5639493658.0
182,off 소재,객실호수 아파트호실 도어사인 아크릴글자,s,,,,,,,on,160.0,nad-a001-02-000000141207015,grp-a001-02-000000021807551,5639493658.0
183,off 소재,객실호수 아파트호실 도어사인 홈간판,q,,,,,,,on,160.0,nad-a001-02-000000141206973,grp-a001-02-000000021807550,5639493658.0
184,off 소재,객실호수 아파트호실 도어사인 샵인테리어소품,p,,,,,,,on,160.0,nad-a001-02-000000141207071,grp-a001-02-000000021807554,5639493658.0
185,off 소재,객실호수 아파트호실 도어사인 캘리그라피,o,,,,,,,on,160.0,nad-a001-02-000000141206739,grp-a001-02-000000021807546,5639493658.0
186,off 소재,객실호수 아파트호실 도어사인 벽면간판,n,,,,,,,on,160.0,nad-a001-02-000000141206804,grp-a001-02-000000021807552,5639493658.0
187,off 소재,객실호수 아파트호실 도어사인 식당간판,m,,,,,,,on,160.0,nad-a001-02-000000141206987,grp-a001-02-000000021807481,5639493658.0
188,off 소재,객실호수 아파트호실 도어사인 술집오픈선물,l,,,,,,,on,160.0,nad-a001-02-000000141206848,grp-a001-02-000000021807486,5639493658.0
189,off 소재,객실호수 아파트호실 도어사인 특이한간판,i,,,,,,,on,160.0,nad-a001-02-000000141207049,grp-a001-02-000000021807511,5639493658.0
190,off 소재,객실호수 아파트호실 도어사인 사이드간판,g,,,,,,,on,160.0,nad-a001-02-000000141206826,grp-a001-02-000000021807496,5639493658.0
191,off 소재,객실호수 아파트호실 도어사인 디자인,f,,,,,,,on,160.0,nad-a001-02-000000141206921,grp-a001-02-000000021807497,5639493658.0
192,off 소재,객실호수 아파트호실 도어사인 제작,d,,,,,,,on,160.0,nad-a001-02-000000141206880,grp-a001-02-000000021807501,5639493658.0
193,off 소재,객실호수 아파트호실 도어사인 안내판,c,,,,,,,on,160.0,nad-a001-02-000000141206869,grp-a001-02-000000021807519,5639493658.0
194,off 소재,객실호수 아파트호실 도어사인 개업선물,b,,,,,,,on,160.0,nad-a001-02-000000141206930,grp-a001-02-000000021854519,5639493658.0
195,off 소재,-,x,,,,,,,off,90.0,nad-a001-02-000000140183881,grp-a001-02-000000022036032,5639493658.0
196,입찰가 변경 인상 370.0>400.0,셀프바뷔페 캠핑간판,e,5.6,607.0,2.0,0.0,814.0,0.0,on,370.0,nad-a001-02-000000138288679,grp-a001-02-000000021807488,5223485305.0
197,입찰가 변경 인상 330.0>360.0,셀프바뷔페 영업중간판,o,7.2,269.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000138288563,grp-a001-02-000000021807546,5223485305.0
198,양호 소재,셀프바 홈포차 와인 나래바 화자카야 LED간판,m,4.1,107.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000138288512,grp-a001-02-000000021807481,5223485305.0
199,양호 소재,셀프바뷔페 LED아크릴간판,i,2.1,27.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000138288588,grp-a001-02-000000021807511,5223485305.0
200,입찰가 변경 인상 290.0>320.0,셀프바뷔페 캠핑문패,j,15.9,9.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000138288705,grp-a001-02-000000021807484,5223485305.0
201,입찰가 변경 인상 290.0>320.0,셀프바뷔페 대문문패,t,43.8,4.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000138288534,grp-a001-02-000000021807555,5223485305.0
202,입찰가 변경 인상 220.0>250.0,셀프바 채널사인,f,44.5,4.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000138288637,grp-a001-02-000000021807497,5223485305.0
203,입찰가 변경 인상 310.0>340.0,셀프바뷔페 포인트간판,d,21.7,3.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000138288609,grp-a001-02-000000021807501,5223485305.0
204,소재 점검 필요,뷔페 셀프바 네온 문자조명 LED간판 개업선물,원본,,,,,,,on,160.0,nad-a001-02-000000138272071,grp-a001-02-000000021786478,5223485305.0
205,소재 점검 필요,셀프바 로고사인,za,,,,,,,on,160.0,nad-a001-02-000000140183839,grp-a001-02-000000022036028,5223485305.0
206,off 소재,셀프바 뷔페 영업중 오픈간판 개업선물,z,,,,,,,on,160.0,nad-a001-02-000000138287048,grp-a001-02-000000021736136,5223485305.0
207,off 소재,셀프바 뷔페 영업중간판,y,,,,,,,on,220.0,nad-a001-02-000000138287091,grp-a001-02-000000021785285,5223485305.0
208,off 소재,셀프바뷔페 아크릴 네온글씨 글자 LED간판,x,,,,,,,on,100.0,nad-a001-02-000000140183873,grp-a001-02-000000022036032,5223485305.0
209,off 소재,셀프바 포인트 채널 LED아크릴 캠핑간판,v,,,,,,,on,160.0,nad-a001-02-000000138286293,grp-a001-02-000000021785283,5223485305.0
210,off 소재,셀프바 대문인테리어,u,,,,,,,on,100.0,nad-a001-02-000000140183810,grp-a001-02-000000022036013,5223485305.0
211,off 소재,셀프바 아크릴글자,s,,,,,,,on,160.0,nad-a001-02-000000141207009,grp-a001-02-000000021807551,5223485305.0
212,off 소재,셀프바 추가인테리어,r,,,,,,,on,160.0,nad-a001-02-000000141207031,grp-a001-02-000000021807549,5223485305.0
213,off 소재,셀프바 홈간판,q,,,,,,,on,160.0,nad-a001-02-000000141206968,grp-a001-02-000000021807550,5223485305.0
214,off 소재,셀프바 샵인테리어소품,p,,,,,,,on,160.0,nad-a001-02-000000141207066,grp-a001-02-000000021807554,5223485305.0
215,off 소재,셀프바 벽면간판,n,,,,,,,on,160.0,nad-a001-02-000000141206798,grp-a001-02-000000021807552,5223485305.0
216,off 소재,셀프바 술집오픈선물,l,,,,,,,on,160.0,nad-a001-02-000000141206843,grp-a001-02-000000021807486,5223485305.0
217,off 소재,셀프바 벽꾸미기,k,,,,,,,on,160.0,nad-a001-02-000000141206778,grp-a001-02-000000021807485,5223485305.0
218,off 소재,셀프바 이니셜사인,h,,,,,,,on,160.0,nad-a001-02-000000141206945,grp-a001-02-000000021807523,5223485305.0
219,off 소재,셀프바 사이드간판,g,,,,,,,on,160.0,nad-a001-02-000000141206823,grp-a001-02-000000021807496,5223485305.0
220,off 소재,셀프바 안내판,c,,,,,,,on,160.0,nad-a001-02-000000141206864,grp-a001-02-000000021807519,5223485305.0
221,off 소재,셀프바뷔페 결혼 신혼 개업 창업 선물,b,,,,,,,on,100.0,nad-a001-02-000000138741059,grp-a001-02-000000021854519,5223485305.0
222,off 소재,셀프바 뷔페 영업중 창문간판 사이드후광LED,a,,,,,,,on,160.0,nad-a001-02-000000138286768,grp-a001-02-000000009335164,5223485305.0
223,off 소재,-,w,,,,,,,off,240.0,nad-a001-02-000000138287070,grp-a001-02-000000021785266,5223485305.0
224,입찰가 변경 인상 330.0>360.0,24시 영업중 오픈 잘보이는 적색 LED 개업선물 영업재개 코로나 창문간판,원본,6.6,611.0,1.0,0.0,55.0,0.0,on,330.0,nad-a001-02-000000141134081,grp-a001-02-000000021786478,5688592256.0
225,입찰가 변경 인상 340.0>370.0,24시 영업중 DIY,e,7.0,261.0,1.0,0.0,374.0,0.0,on,340.0,nad-a001-02-000000141207107,grp-a001-02-000000021807488,5688592256.0
226,입찰가 변경 인상 330.0>360.0,24시 영업중 감성간판,z,10.1,34.0,0.0,0.0,0.0,0.0,on,330.0,nad-a001-02-000000141207077,grp-a001-02-000000021736136,5688592256.0
227,양호 소재,24시 영업중 식당간판,m,4.6,8.0,0.0,0.0,0.0,0.0,on,240.0,nad-a001-02-000000141206979,grp-a001-02-000000021807481,5688592256.0
228,입찰가 변경 인상 160.0>190.0,24시 영업중 현관문문패,v,35.5,2.0,0.0,0.0,0.0,0.0,on,160.0,nad-a001-02-000000141207098,grp-a001-02-000000021785283,5688592256.0
229,입찰가 변경 인상 220.0>250.0,24시 영업중 포인트간판,j,48.0,2.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000141207086,grp-a001-02-000000021807484,5688592256.0
230,소재 점검 필요,24시 영업중 로고사인,za,,,,,,,on,160.0,nad-a001-02-000000141206754,grp-a001-02-000000022036028,5688592256.0
231,소재 점검 필요,24시 영업중 심플간판,y,,,,,,,on,160.0,nad-a001-02-000000141206886,grp-a001-02-000000021785285,5688592256.0
232,소재 점검 필요,24시 영업중 홈바간판,x,,,,,,,on,160.0,nad-a001-02-000000141206759,grp-a001-02-000000022036032,5688592256.0
233,소재 점검 필요,24시 영업중 축하선물,w,,,,,,,on,160.0,nad-a001-02-000000141206952,grp-a001-02-000000021785266,5688592256.0
234,off 소재,24시 영업중 대문인테리어,u,,,,,,,on,160.0,nad-a001-02-000000141206748,grp-a001-02-000000022036013,5688592256.0
235,off 소재,24시 영업중 아크릴로고,t,,,,,,,on,160.0,nad-a001-02-000000141206899,grp-a001-02-000000021807555,5688592256.0
236,off 소재,24시 영업중 아크릴글자,s,,,,,,,on,260.0,nad-a001-02-000000141206999,grp-a001-02-000000021807551,5688592256.0
237,off 소재,24시 영업중 추가인테리어,r,,,,,,,on,160.0,nad-a001-02-000000141207022,grp-a001-02-000000021807549,5688592256.0
238,off 소재,24시 영업중 홈간판,q,,,,,,,on,160.0,nad-a001-02-000000141206959,grp-a001-02-000000021807550,5688592256.0
239,off 소재,24시 영업중 샵인테리어소품,p,,,,,,,on,160.0,nad-a001-02-000000141207056,grp-a001-02-000000021807554,5688592256.0
240,off 소재,24시 영업중 캘리그라피,o,,,,,,,on,160.0,nad-a001-02-000000141206724,grp-a001-02-000000021807546,5688592256.0
241,off 소재,24시 영업중 벽면간판,n,,,,,,,on,160.0,nad-a001-02-000000141206787,grp-a001-02-000000021807552,5688592256.0
242,off 소재,24시 영업중 술집오픈선물,l,,,,,,,on,160.0,nad-a001-02-000000141206833,grp-a001-02-000000021807486,5688592256.0
243,off 소재,24시 영업중 벽꾸미기,k,,,,,,,on,160.0,nad-a001-02-000000141206769,grp-a001-02-000000021807485,5688592256.0
244,off 소재,24시 영업중 특이한간판,i,,,,,,,on,160.0,nad-a001-02-000000141207038,grp-a001-02-000000021807511,5688592256.0
245,off 소재,24시 영업중 이니셜사인,h,,,,,,,on,160.0,nad-a001-02-000000141206936,grp-a001-02-000000021807523,5688592256.0
246,off 소재,24시 영업중 사이드간판,g,,,,,,,on,160.0,nad-a001-02-000000141206815,grp-a001-02-000000021807496,5688592256.0
247,off 소재,24시 영업중 디자인사인,f,,,,,,,on,160.0,nad-a001-02-000000141206912,grp-a001-02-000000021807497,5688592256.0
248,off 소재,24시 영업중 제작,d,,,,,,,on,160.0,nad-a001-02-000000141206875,grp-a001-02-000000021807501,5688592256.0
249,off 소재,24시 영업중 안내판,c,,,,,,,on,160.0,nad-a001-02-000000141206855,grp-a001-02-000000021807519,5688592256.0
250,off 소재,24시 영업중 개업선물,b,,,,,,,on,160.0,nad-a001-02-000000141206927,grp-a001-02-000000021854519,5688592256.0
251,off 소재,-,a,,,,,,,off,160.0,nad-a001-02-000000141206993,grp-a001-02-000000009335164,5688592256.0
252,양호 소재,네일아트 디자인 팻말 안내표지 벽간판,m,2.3,213.0,6.0,0.0,1419.0,0.0,on,260.0,nad-a001-02-000000138288517,grp-a001-02-000000021807481,4884956801.0
253,입찰가 변경 인상 370.0>400.0,네일샵 영업중 나래바네온사인 캠핑문패,w,7.6,613.0,0.0,0.0,0.0,0.0,on,370.0,nad-a001-02-000000138287075,grp-a001-02-000000021785266,4884956801.0
254,입찰가 변경 인상 310.0>340.0,네일샵 LED아크릴간판,i,45.2,16.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000138288593,grp-a001-02-000000021807511,4884956801.0
255,입찰가 변경 인상 310.0>340.0,네일샵 오픈네온사인,g,26.5,13.0,0.0,0.0,0.0,0.0,on,310.0,nad-a001-02-000000138288663,grp-a001-02-000000021807496,4884956801.0
256,입찰가 변경 인상 220.0>250.0,네일샵 채널사인,f,43.0,4.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000138288642,grp-a001-02-000000021807497,4884956801.0
257,입찰가 변경 인상 300.0>330.0,네일샵 포인트간판,d,23.0,3.0,0.0,0.0,0.0,0.0,on,300.0,nad-a001-02-000000138288614,grp-a001-02-000000021807501,4884956801.0
258,소재 점검 필요,네일아트 네일샵 led 조명간판,원본,,,,,,,on,160.0,nad-a001-02-000000138272076,grp-a001-02-000000021786478,4884956801.0
259,소재 점검 필요,네일샵 로고사인,za,,,,,,,on,160.0,nad-a001-02-000000140183844,grp-a001-02-000000022036028,4884956801.0
260,소재 점검 필요,네일샵 영업중 오픈간판 개업선물,z,,,,,,,on,160.0,nad-a001-02-000000138287053,grp-a001-02-000000021736136,4884956801.0
261,소재 점검 필요,네일샵 영업중간판,y,,,,,,,on,160.0,nad-a001-02-000000138287096,grp-a001-02-000000021785285,4884956801.0
262,off 소재,네일샵 아크릴 네온글씨 글자 LED간판,x,,,,,,,on,100.0,nad-a001-02-000000140183878,grp-a001-02-000000022036032,4884956801.0
263,off 소재,네일샵 포인트 채널 LED아크릴 캠핑간판,v,,,,,,,on,160.0,nad-a001-02-000000138286296,grp-a001-02-000000021785283,4884956801.0
264,off 소재,네일샵 대문인테리어,u,,,,,,,on,100.0,nad-a001-02-000000140183815,grp-a001-02-000000022036013,4884956801.0
265,off 소재,네일샵 아크릴로고,t,,,,,,,on,160.0,nad-a001-02-000000141206904,grp-a001-02-000000021807555,4884956801.0
266,off 소재,네일샵 아크릴글자,s,,,,,,,on,160.0,nad-a001-02-000000141207011,grp-a001-02-000000021807551,4884956801.0
267,off 소재,네일샵 추가인테리어,r,,,,,,,on,160.0,nad-a001-02-000000141207033,grp-a001-02-000000021807549,4884956801.0
268,off 소재,네일샵 홈간판,q,,,,,,,on,160.0,nad-a001-02-000000141206970,grp-a001-02-000000021807550,4884956801.0
269,off 소재,네일샵 샵인테리어소품,p,,,,,,,on,160.0,nad-a001-02-000000141207068,grp-a001-02-000000021807554,4884956801.0
270,off 소재,네일샵 영업중간판,o,,,,,,,on,250.0,nad-a001-02-000000138288568,grp-a001-02-000000021807546,4884956801.0
271,off 소재,네일샵 벽면간판,n,,,,,,,on,160.0,nad-a001-02-000000141206800,grp-a001-02-000000021807552,4884956801.0
272,off 소재,네일샵 술집오픈선물,l,,,,,,,on,160.0,nad-a001-02-000000141206845,grp-a001-02-000000021807486,4884956801.0
273,off 소재,네일샵 벽꾸미기,k,,,,,,,on,160.0,nad-a001-02-000000141206780,grp-a001-02-000000021807485,4884956801.0
274,off 소재,네일샵 캠핑문패,j,,,,,,,on,180.0,nad-a001-02-000000138288710,grp-a001-02-000000021807484,4884956801.0
275,off 소재,네일샵 이니셜사인,h,,,,,,,on,160.0,nad-a001-02-000000141206947,grp-a001-02-000000021807523,4884956801.0
276,off 소재,네일샵 캠핑간판,e,,,,,,,on,240.0,nad-a001-02-000000138288684,grp-a001-02-000000021807488,4884956801.0
277,off 소재,네일샵 안내판,c,,,,,,,on,160.0,nad-a001-02-000000141206866,grp-a001-02-000000021807519,4884956801.0
278,off 소재,네일샵 결혼 신혼 개업 창업 선물,b,,,,,,,on,100.0,nad-a001-02-000000138741064,grp-a001-02-000000021854519,4884956801.0
279,off 소재,네일샵 영업중 창문간판 사이드후광LED,a,,,,,,,on,160.0,nad-a001-02-000000138286771,grp-a001-02-000000009335164,4884956801.0
280,입찰가 변경 인상 370.0>400.0,미용실바버샵 대문문패,t,10.1,67.0,2.0,0.0,539.0,0.0,on,370.0,nad-a001-02-000000138288540,grp-a001-02-000000021807555,4884729518.0
281,입찰가 변경 인상 290.0>320.0,바버샵 홈포차 와인 나래바 화자카야 LED간판,m,8.3,45.0,1.0,0.0,55.0,0.0,on,290.0,nad-a001-02-000000138288518,grp-a001-02-000000021807481,4884729518.0
282,입찰가 변경 인상 370.0>400.0,헤어샵 미용실 영업중 나래바네온사인 캠핑문패,w,7.1,626.0,1.0,0.0,352.0,0.0,on,370.0,nad-a001-02-000000138287071,grp-a001-02-000000021785266,4884729518.0
283,입찰가 변경 인상 220.0>250.0,미용실바버샵 채널사인,f,46.3,4.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000138288643,grp-a001-02-000000021807497,4884729518.0
284,입찰가 변경 인상 250.0>280.0,미용실바버샵 LED아크릴간판,i,46.3,3.0,0.0,0.0,0.0,0.0,on,250.0,nad-a001-02-000000138288594,grp-a001-02-000000021807511,4884729518.0
285,입찰가 변경 인상 250.0>280.0,미용실바버샵 포인트간판,d,41.0,2.0,0.0,0.0,0.0,0.0,on,250.0,nad-a001-02-000000138288615,grp-a001-02-000000021807501,4884729518.0
286,소재 점검 필요,헤어바버샵 미용실 블루네온 LED간판 개업선물,원본,,,,,,,on,160.0,nad-a001-02-000000138272077,grp-a001-02-000000021786478,4884729518.0
